"id","cod_SIMS","nombre","domicilio","localidad","telefono","email","internacion","dependencia","regimen","cod_municipio","municipio","departamento","nodo","lat","lon"
465,"02100695","CS Bauer Y Sigel","Santa Fe s/n","Bauer Y Sigel","03492/489084 (Com.)",,"No","Provincial","Provincial- Decreto Nacional 939",2133,"Bauer y Sigel","Castellanos","Rafaela","-31.2715","-61.94344"
670,"11900769","CS Beaudrix","Brown y Gálvez","Roldán","0341-4962888","gaby_acquaroli@hotmail.com","No","Municipal","Municipal/Comunal",0294,"Roldán","San Lorenzo","Rosario","-32.8936","-60.90715"
691,"00700661","CS Belgrano","Calle 25 y Pasaje 2","Las Parejas",,,"No","Municipal","Municipal/Comunal",0014,"Las Parejas","Belgrano","Rosario","-32.68111","-61.53224"
464,"02100687","CS Bella Italia","Santa Fe 31","Bella Italia","03492-497009-497077-497740","comunadebellaitalia@arnet.com.ar","No","Municipal","Municipal/Comunal",2140,"Bella Italia","Castellanos","Rafaela","-31.28294","-61.40986"
11,"04900354","CS Berna","11 de Noviembre s/n","Berna","03482-15551536","gastonmendoza87@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",2770,"Berna","General Obligado","Reconquista","-29.27327","-59.84589"
155,"07700038","CS Bety Griselda Flores","Manuel Díaz y Adolfo Medina","Gato Colorado",,"panchomingo07@yahoo.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",3288,"Gato Colorado","9 De Julio","Rafaela","-28.02275","-61.18754"
260,"09800170","CS Bo. El Triangulo Dr. Mario Baroni","Bo. El triangulo","San Javier","0342-154064661",,"No","Provincial","Provincial- Decreto Nacional 939",0238,"San Javier","San Javier","Santa Fe","-30.57463","-59.92452"
600,"11900564","CS Bouchard Luis Leloir","Gurel 850","San Lorenzo",,,"No","Municipal","Municipal/Comunal",0301,"San Lorenzo","San Lorenzo","Rosario","-32.775859048798","-60.731123918611"
369,"02800433","CS Brisas Del Paraná","Barrio Unión","Villa Constitución","03461-15354693",,"No","Municipal","Dep. de SAMCo.",0056,"Villa Constitución","Constitución","Rosario","-33.23377","-60.31472"
1257,"06309811","CS Cabal","Zona urbana","Cabal","03498-15444831 (medico)","juanfernandovossler@gmail.com","No","Provincial","Provincial- Decreto Nacional 939",2966,"Cabal","La Capital","Santa Fe","-31.098833333","-60.747100000"
106,"06301784","CS Cabaña Leiva","E. J. Rosas 10300 Esq. P. Espinoza 5800","Santa Fe","0342-4579219 centrex 9219",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.564764967795","-60.725800519325"
248,"09800021","CS Cacique Aracaiquin","Cacique Ariacaiquin (zona rural)","Cacique Ariacaiquín","0342-154064661",,"No","Provincial","Dep. de SAMCo.",3694,"Cacique Ariacaiquín","San Javier","Santa Fe","-30.65572","-60.2301"
542,"04200514","CS Cafferata","Belgrano 834","Cafferata",,,"No","Provincial","Provincial- Decreto Nacional 939",2588,"Cafferata","General López","Venado Tuerto","-33.43912","-62.08516"
56,"06300036","CS Campo Andino","Julio B Orono s/n","Campo Andino","03497/494751 centrex 7871",,"No","Provincial","Provincial- Decreto Nacional 939",2973,"Campo Andino","La Capital","Santa Fe","-31.239366667","-60.530116667"
511,"03500051","CS Campo Del Medio","Campo del Medio","Campo Del Medio","03405-470154(casa)",,"No","Provincial","Dep. de SAMCo.",2553,"Helvecia","Garay","Santa Fe","-31.15497","-60.13863"
14,"04900389","CS Campo Hardy","RN 11 s/n","Campo Hardy","03482/499125 ctx 6459",,"No","Municipal","SAMCo. Ley Provincial 63/12",2798,"Florencia","General Obligado","Reconquista","-28.14556","-59.26142"
80,"06300516","CS Candioti","Belgrano s/n","Candioti",,,"No","Provincial","Provincial- Decreto Nacional 939",2980,"Candioti","La Capital","Santa Fe","-31.401916667","-60.748933333"
546,"04201022","CS Cañada De Ucle","Rivadavia 891","Cañada Del Ucle","03465/4923932",,"No","Municipal","SAMCo. Ley Provincial 63/12",2595,"Cañada del Ucle","General López","Venado Tuerto","-33.40842","-61.61126"
351,"13300190","CS Cañada Ombú","Zona urbana","Cañada Ombú","03482-490720",,"No","Provincial","Provincial- Decreto Nacional 939",4142,"Cañada Ombú","Vera","Reconquista","-28.30881","-59.98123"
490,"02800034","CS Cañada Rica","R. Guiraldes 78","Cañada Rica","03460/499121","samcocdarica@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2427,"Cañada Rica","Constitución","Rosario","-33.51716","-60.61232"
99,"06301709","CS Capilla San José","San José 7040","Santa Fe","0342/4579220- centrex: 9220",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.599863420371","-60.709522318898"
239,"09100461","CS Capivara","RP 13 S","Capivara","03408-429977-Cabina publica",,"No","Provincial","SAMCo. Ley Provincial 63/12",3498,"Capivara","San Cristóbal","Rafaela","-30.46079595707","-61.273991249316"
547,"04201057","CS Carlos Casado","San Juan 971","Firmat","03465-425488",,"No","Provincial","Dep. de SAMCo.",0063,"Firmat","General López","Venado Tuerto","-33.45919","-61.48162"
516,"04200026","CS Carmen","San Martín 350","Carmen","03462/493012, centrex: 6299","samcocarmen@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2602,"Carmen","General López","Venado Tuerto","-33.73281","-61.75829"
517,"04200034","CS Carreras","Aldao 246","Carreras","03465/490305","samco_carreras@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2609,"Carreras","General López","Venado Tuerto","-33.59724","-61.30992"
36,"05600044","CS Carrizales","Centenario 503","Carrizales (Est. Clarke)","03476/497145","samcocarrizales@hotmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",2889,"Carrizales (Est. Clarke)","Iriondo","Rosario","-32.50848","-61.02783"
281,"10500414","CS Casalegno","Zona urbana","Casalegno","03466/490001",,"No","Municipal","SAMCo. Ley Provincial 63/12",3750,"Casalegno","San Jerónimo","Santa Fe","-32.26262","-61.12535"
611,"08401671","CS Casiano Casas","Casiano Casas 970","Rosario","0341-4806631",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.905972","-60.697278"
672,"11900742","CS Catalina Salomón","Sarmiento 1142","Puerto General San Martín","03476-429622",,"No","Municipal","Municipal/Comunal",0287,"Puerto General San Martín","San Lorenzo","Rosario","-32.7136","-60.73809"
379,"07000761","CS Cavour","9 de Julio s/n","Cavour","03496-495024","comunadecavour@yahoo.com.ar","No","Provincial","Provincial- Decreto Nacional 939",3036,"Cavour","Las Colonias","Santa Fe","-31.36534","-61.01633"
285,"11200015","CS Cayastacito","Zona urbana","Cayastacito","03497-486071 Centrex8651",,"No","Municipal","SAMCo. Ley Provincial 63/12",3869,"Cayastacito","San Justo","Santa Fe","-31.11249","-60.57926"
135,"07000451","CS Ceferino Namuncurá","Santiago del Estero 216 B Los Troncos","Esperanza","03496-422729",,"No","Provincial","Dep. de SAMCo.",0161,"Esperanza","Las Colonias","Santa Fe","-31.459858338025","-60.935772812827"
619,"08404291","CS Ceferino Namuncurá","José Ingenieros 8590","Rosario","0341-4807842",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.918083333333","-60.748833333333"
32,"04900656","CS Ceferino Vicentin","Calle 305 85","Avellaneda",,,"No","Provincial","Dep. de SAMCo.",0091,"Avellaneda","General Obligado","Reconquista","-29.108685771812","-59.662521472457"
404,"06301296","CS Centenario","Rivadavia 1190","Sauce Viejo","0342-4950065","centrodesaludcentenario@hotmail.com.ar","No","Municipal","Municipal/Comunal",3029,"Sauce Viejo","La Capital","Santa Fe","-31.771583333","-60.837033333"
265,"10500058","CS Centeno","Bv. Fdo. Centeno 1124","Centeno","03401/498733","samcocenteno@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",3757,"Centeno","San Jerónimo","Rosario","-32.296","-61.4085"
491,"02800042","CS Cepeda","C. Colazo 185","Cepeda","03460/491195","comuna_cepeda@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2434,"Cepeda","Constitución","Rosario","-33.39679","-60.62438"
518,"04200042","CS Chapuy","Av. La Plata 226","Chapuy","03462/494023, centrex: 6300",,"No","Municipal","SAMCo. Ley Provincial 63/12",2616,"Chapuy","General López","Venado Tuerto","-33.79746","-61.74548"
545,"04200751","CS Christophersen","Calle B s/n","Christophersen","03462/485001, centrex: 6297",,"No","Municipal","Dep. de SAMCo.",2630,"Christophersen","General López","Venado Tuerto","-34.18488","-62.02548"
109,"04201421","CS Ciudad Nueva","Amincton 535","Venado Tuerto",,,"No","Municipal","Municipal/Comunal",0077,"Venado Tuerto","General López","Venado Tuerto","-33.737883852475","-61.946408223138"
37,"05600052","CS Clason","25 de Diciembre s/n","Classon","03471/499036","comunaclason@arnet.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2896,"Classon","Iriondo","Rosario","-32.46069","-61.29127"
686,"04201561","CS Club Belgrano","B. Bianco 10","Rufino",,,"No","Municipal","Municipal/Comunal",0070,"Rufino","General López","Venado Tuerto","-34.25861","-62.71302"
57,"06300044","CS Colastiné","Las Guindas 6800 Km. 3 Ruta Prov 1","Colastiné","0342-4574927, centrex: 4927","centrocomunitatio@live.com.ar","No","Provincial","Provincial- Decreto Nacional 939",0063,"Firmat","La Capital","Santa Fe","-31.623566667","-60.603100000"
674,"06301440","CS Colastiné Sur","Colastiné Sur s/n - En la Parroquia","Colastiné",,,"No","Provincial","Provincial- Decreto Nacional 939",0063,"Firmat","La Capital","Santa Fe","-31.663600000","-60.605800000"
356,"13300238","CS Colmena","Zona urbana","Colmena","03482-490303",,"No","Provincial","Provincial- Decreto Nacional 939",4170,"Intiyaco","Vera","Reconquista","-28.75969","-60.09346"
256,"09800137","CS Colonia  Yatai","Zona rural","Colonia Yatay"," Minuti Brenda 03405-15455931",,"No","Provincial","Dep. de SAMCo.",0238,"San Javier","San Javier","Santa Fe","-30.20805","-59.94625"
467,"02100717","CS Colonia Aldao","Moreno 280","Colonia Aldao"," 03493-497325",,"No","Provincial","Provincial- Decreto Nacional 939",2147,"Colonia Aldao","Castellanos","Rafaela","-30.98016","-61.74383"
393,"02101306","CS Colonia Bicha","Corrientes s/n","Colonia Bicha","03493-492710","comunabicha@cooptacural.com.ar","No","Provincial","Provincial- Decreto Nacional 939",2154,"Colonia Bicha","Castellanos","Rafaela","-30.85426","-61.84951"
370,"09100631","CS Colonia Bossi","Zona urbana","Colonia Bossi"," 03409-420480- Comuna",,"No","Provincial","Provincial- Decreto Nacional 939",3512,"Colonia Bossi","San Cristóbal","Rafaela","-30.66738","-61.78846"
296,"11200155","CS Colonia Dolores","Zona rural","Colonia Dolores",,,"No","Provincial","Provincial- Decreto Nacional 939",3876,"Colonia Dolores","San Justo","Santa Fe","-30.3811","-60.32978"
252,"09800081","CS Colonia Duran","Zona rural","Colonia Durán",,,"No","Provincial","Provincial- Decreto Nacional 939",3701,"Colonia Durán","San Javier","Reconquista","-29.56101","-59.92733"
890,"11200686","CS Colonia Esther","Zona rural","Colonia Esther","03498-15444831 (medico)","juanfernandovossler@gmail.com","No","Provincial","Provincial- Decreto Nacional 939",3883,"Colonia Esther","San Justo","Santa Fe","-31.04097","-60.64395"
374,"09800099","CS Colonia Francesa","Zona rural","Colonia Francesa","03405-15619039",,"No","Provincial","Dep. de SAMCo.",0238,"San Javier","San Javier","Santa Fe","-30.65103","-59.96852"
258,"09800153","CS Colonia La Criolla","Zona rural","La Criolla","03405-15480282",,"No","Provincial","Provincial- Decreto Nacional 939",0238,"San Javier","San Javier","Santa Fe","-30.22545","-60.36127"
469,"02100741","CS Colonia Margarita","San Martín 265","Colonia Margarita"," 03492-495308",,"No","Provincial","Provincial- Decreto Nacional 939",2189,"Colonia Margarita","Castellanos","Rafaela","-31.6866","-61.64743"
512,"03500069","CS Colonia Norte","Zona rural","Helvecia","03405-470160",,"No","Provincial","Provincial- Decreto Nacional 939",2553,"Helvecia","Garay","Santa Fe","-31.05656","-60.09043"
678,"07000893","CS Colonia Nueva","Sgo. Copes s/n","Humboldt",,,"No","Municipal","Municipal/Comunal",3099,"Humboldt","Las Colonias","Santa Fe","-31.36157","-61.14486"
229,"09100313","CS Colonia Rosa","Juan Geordano entre Sta. Fe y Centenario","Colonia Rosa","03562/465066","no tienen","No","Municipal","SAMCo. Ley Provincial 63/12",3519,"Colonia Rosa","San Cristóbal","Rafaela","-30.30036","-61.9816"
262,"03500196","CS Colonia San Joaquín","Zona rural","Colonia San Joaquín","03405/424525Samco Masias",,"No","Provincial","Provincial- Decreto Nacional 939",2546,"Colonia Mascías","Garay","Santa Fe","-30.75477","-59.99754"
298,"11200252","CS Colonia Silva","Zona urbana","Colonia Silva","03498/480591","samcosilva@outlook.com","No","Provincial","SAMCo. Ley Provincial 63/12",3960,"Silva","San Justo","Santa Fe","-30.44769","-60.42961"
253,"09800102","CS Colonia Teresa","Zona rural","Colonia Teresa","Enferm ( 03405-15430202)",,"No","Provincial","Dep. de SAMCo.",0000,"Colonia Teresa","San Javier","Santa Fe","-30.25294","-59.96969"
587,"08403694","CS Comunal De Piñero","Sara Pacheco y 9 de Julio","Piñero (Est. Erasto)","03402-461151","comunadepiniero@arnet.com.ar","No","Municipal","Municipal/Comunal",3421,"Piñero (Est. Erasto)","Rosario","Rosario","-33.10835","-60.79531"
843,"08418240","CS Comunitario Oeste David Estafieri","Av. Perón 4540 - Barrio Bella Vista","Rosario","(0341) 480-5647",,"No","Provincial","Provincial- Decreto Nacional 939",0210,"Rosario","Rosario","Rosario","-32.958277777778","-60.690388888889"
240,"09100470","CS Constanza","Zona urbana","Constanza","03409/420208",,"No","Municipal","SAMCo. Ley Provincial 63/12",3526,"Constanza","San Cristóbal","Rafaela","-30.66233","-61.32259"
76,"06300460","CS Constituyentes (Ex Villa Laura)","Calle 6 s/n","Villa Laura (Est. Constituyentes)","0342 4579087","constituyentes9087@yahoo.com","No","Provincial","Provincial- Decreto Nacional 939",2952,"Arroyo Aguiar","La Capital","Santa Fe","-31.371600000","-60.662650000"
396,"02100989","CS Consultorio Periférico Móvil",,"Rafaela",,,"No","Municipal","Municipal/Comunal",0042,"Rafaela","Castellanos","Rafaela","-31.24825","-61.51885"
185,"08402430","CS Coronel Domínguez","Coronel Domínguez 370","Coronel Domínguez","03402/493138","dominguezsalud@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",3470,"Coronel Domínguez","Rosario","Rosario","-33.18448","-60.72137"
39,"05600095","CS Correa","Rivadavia 1366","Correa","03471/492251 centrex 6395","samcocorrea@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2903,"Correa","Iriondo","Rosario","-32.85015515004","-61.255500702818"
676,"08405244","CS Costa Paraná","Costa Río Paraná","Fighiera","03402/470746","comunadefighiera@connet.com.ar","No","Municipal","Municipal/Comunal",3400,"Fighiera","Rosario","Rosario","-33.17257","-60.43975"
70,"06300249","CS Cristo Obrero Villa Del Parque","Padre Catena 4389- V. Parque","Santa Fe","0342/4574894, centrex: 4894","csvilladelparque@santafe.gov.ar","No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.631776473726","-60.722590586927"
151,"07000826","CS Cululú","Zona urbana","Cululú",,,"No","Provincial","Dep. de SAMCo.",3050,"Cululú","Las Colonias","Santa Fe","-31.20544","-60.93025"
832,"08417511","CS Débora Ferrandini","Provincias Unidas bis 151","Rosario","0341-4807680 (int) 377",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.929916666667","-60.713027777778"
113,"06301890","CS Demetrio Gómez","Manzana 13 Alto Verde","Santa Fe","0342-4571942 ctx 1942",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.66745","-60.69959"
278,"10500244","CS Desvió Arijón","Avda. José Arijón s/n","Desvío Arijón","0342-4910565","samcodesvioarijon@hotmail.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",3764,"Desvío Arijón","San Jerónimo","Santa Fe","-31.83226","-60.8734"
520,"04200069","CS Diego De Alvear","Mendiluce y España","Diego De Alvear","03382/493256",,"No","Municipal","SAMCo. Ley Provincial 63/12",2637,"Diego de Alvear","General López","Venado Tuerto","-34.37049","-62.12895"
609,"11900459","CS Don Segundo Pillado","General Paz 258","Capitán Bermúdez","0341-4913996",,"No","Municipal","Municipal/Comunal",0266,"Capitán Bermúdez","San Lorenzo","Rosario","-32.831969927256","-60.716822796694"
95,"06301521","CS Doña Margarita Barrio Areneras","Pje. Bouchard 1055","Sauce Viejo","0342-155119974","csmargarita@hotmail.com.ar","No","Municipal","Municipal/Comunal",3029,"Sauce Viejo","La Capital","Santa Fe","-31.743800000","-60.818416667"
731,"08408203","CS Dr. Abel E. Faust","Maipú 767","Funes","0341-4936555",,"No","Municipal","Municipal/Comunal",0189,"Funes","Rosario","Rosario","-32.91367","-60.79794"
574,"08400071","CS Dr. Bernardo Houssay","Sarmiento y Angelone","Funes","0341-4936010","funesalud@yahoo.com","No","Municipal","Municipal/Comunal",0189,"Funes","Rosario","Rosario","-32.91888","-60.8116"
480,"02100890","CS Dr. Carlos Franzini","25 de Mayo 603","Tacural","03493-492452","centrosaludtacural@gmail.com","No","Provincial","Provincial- Decreto Nacional 939",2371,"Tacural","Castellanos","Rafaela","-30.84474","-61.59133"
551,"04201341","CS Dr. Domingo Cera","Domingo Cera 1220","Firmat","03465-421899",,"No","Provincial","Dep. de SAMCo.",0063,"Firmat","General López","Venado Tuerto","-33.47283","-61.48805"
470,"02100750","CS Dr. Domingo Preiti","9 de Julio s/n","Egusquiza","03492- 484510",,"No","Municipal","SAMCo. Ley Provincial 63/12",2210,"Egusquiza","Castellanos","Rafaela","-31.09594","-61.6288"
307,"11900084","CS Dr. Eduardo Gerbaix","Lucia Miranda 335","Timbúes","03476/495057 centex 6413","comunatimbues@gmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",4030,"Timbúes","San Lorenzo","Rosario","-32.66615","-60.79536"
566,"08414176","CS Dr. Ernesto Che Guevara","Calle 1709 (27 de feb. y Circunvalación)","Rosario","0341-4727507",,"No","Provincial","Provincial- Decreto Nacional 939",0210,"Rosario","Rosario","Rosario","-32.96092","-60.72161"
576,"08404577","CS Dr. Esteban Laureano Maradona","Maiztegui 2498","Funes","0341-4936012",,"No","Municipal","Municipal/Comunal",0189,"Funes","Rosario","Rosario","-32.91905","-60.86188"
1256,"11902528","CS Dr. Esteban Laureano Maradona","San Martín y Eva Perón","San Lorenzo",,,"No","Municipal","Municipal/Comunal",0301,"San Lorenzo","San Lorenzo","Rosario","-32.7272","-60.73272"
136,"07000460","CS Dr. Esteban Maradona","Simón Iriondo 5888","Esperanza","03496-422574 centrex 4254",,"No","Provincial","Dep. de SAMCo.",0161,"Esperanza","Las Colonias","Santa Fe","-31.417244718872","-60.920520771944"
631,"08404275","CS Dr. Esteban Maradona","Cochabamba 5103","Rosario","0341/4807847",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.949277777778","-60.693388888889"
894,"12601277","CS Dr. Fernando O Degano","Córdoba 1002","El Trébol",,,"No","Municipal","Municipal/Comunal",0308,"El Trébol","San Martín","Rosario","-32.20661","-61.70055"
1304,"09101873","CS Dr. Isaac Warchavsky","Centenario s/n Bo. Pueblo Nuevo","San Guillermo","03562-468185",,"No","Provincial","Provincial- Decreto Nacional 939",3645,"San Guillermo","San Cristóbal","Santa Fe","-30.35329","-61.89633"
6,"04900290","CS Dr. Jorge Caniza","Calle Nº 5 al lado de la Comisaria","Tacuarendí","03482/492311","capstacuarendi@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",2861,"Tacuarendí","General Obligado","Reconquista","-28.41351","-59.25939"
519,"04200051","CS Dr. Jorge Semorile","San Martín 560","Chovet","03465/493710 Ctrex 8610","centrodesaludchovet@hotmail.com","No","Municipal","SAMCo. Ley Provincial 63/12",2623,"Chovet","General López","Venado Tuerto","-33.59969","-61.60734"
395,"02101411","CS Dr. José Costa","Aarón Castellanos 204","Coronel Fraga","03492-481088","adrianamagnoli@yahoo.com.ar","No","Provincial","SAMCo. Ley Provincial 63/12",2203,"Coronel Fraga","Castellanos","Rafaela","-31.1744","-61.9177"
152,"07000842","CS Dr. Orlando Alassia","Av. Centenario s/n","Elisa","03498-499430","centrosalud_elisa@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",3057,"Elisa","Las Colonias","Santa Fe","-30.69462","-61.05038"
269,"10500112","CS Dr. Raúl Renedo","San Jerónimo 566","Bernardo De Irigoyen (Est. Irigoyen)","03466/494125,centrex:6349","samcobernardo@cosmol.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",3736,"Bernardo de Irigoyen (Est. Irigoyen)","San Jerónimo","Santa Fe","-32.16953","-61.15769"
441,"01400148","CS Dr. René Favaloro","RP 33 S Nº 458","Villada","03465/491072, centrex: 6325",,"No","Municipal","SAMCo. Ley Provincial 63/12",2105,"Villada","Caseros","Venado Tuerto","-33.34934","-61.44486"
577,"08400364","CS Dr. Roque Pérez","Rivadavia 1135","Pérez","0341/4951209",,"No","Municipal","Municipal/Comunal",0203,"Pérez","Rosario","Rosario","-32.99787","-60.76854"
817,"08405131","CS Dr. Salvador Mazza","Grandoli Floduardo 3498","Rosario","0341-4806636","c.s.salvadormazza@gmail.com","No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.887138888889","-60.734166666667"
615,"08403231","CS Dr. Víctor Cue","Juan José Paso 2490","Rosario","0341/4388990",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.919805555556","-60.699194444444"
416,"04201219","CS Dr. Vidalle","Sarmiento 802","Murphy","03462 - 441977","centrovidalle_murphy@yahoo.com.ar","No","Municipal","Municipal/Comunal",2707,"Murphy","General López","Venado Tuerto","-33.63816","-61.85204"
621,"08402014","CS Dr. David Staffieri","Presidente Perón 4540","Rosario","0341/4805647",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.958277777778","-60.690388888889"
552,"04201359","CS Dr. Julio Maiztegui","Solís y 1º de Mayo","Firmat",,,"No","Provincial","Dep. de SAMCo.",0063,"Firmat","General López","Venado Tuerto","-33.4683","-61.48535"
529,"04200221","CS Dra. Carmen Castilla Murphy","Córdoba 211","Murphy","03462/441972- 441254","samcomurphy@enredes.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2707,"Murphy","General López","Venado Tuerto","-33.64636","-61.85996"
89,"06301466","CS Dra. Griselda Merati","J. B. Justo y Las Heras","Laguna Paiva",,,"No","Provincial","Dep. de SAMCo.",0140,"Laguna Paiva","La Capital","Santa Fe","-31.301683333","-60.671500000"
17,"04900427","CS El Araza","Adolfo Díaz y Valentín Niemig","El Arazá",,,"No","Provincial","Provincial- Decreto Nacional 939",2777,"El Arazá","General Obligado","Reconquista","-29.13292","-59.94775"
705,"04901792","CS El Carmen","RP 31 S Km 37","Avellaneda","03482-1564244",,"No","Municipal","Provincial- Decreto Nacional 939",0091,"Avellaneda","General Obligado","Reconquista","-28.79705","-59.69138"
651,"08404321","CS El Gaucho","Nicolás Avellaneda 5625","Rosario","0341-4809779","anibalfc@hotmail.com","No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-33.00347","-60.6888"
246,"09100551","CS El Lucero","Zona Suburbana","El Lucero",,,"No","Provincial","Provincial- Decreto Nacional 939",0231,"San Cristóbal","San Cristóbal","Rafaela","-29.90534","-60.84347"
648,"08404356","CS El Mangrullo","El Mangrullo 5150","Rosario","0341-4809773",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.998916666667","-60.615111111111"
153,"07700011","CS El Nochero","Santa Fe s/n","Gregoria Pérez De Denis (Est. El Nochero)",,,"No","Municipal","SAMCo. Ley Provincial 63/12",3295,"Gregoria Pérez de Denis (Est. El Nochero)","9 De Julio","Rafaela","-28.22839","-61.52503"
557,"04900133","CS El Rabón","RN 11 Km 905","El Rabón","(03482) 451003","capselrabon@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",2784,"El Rabón","General Obligado","Reconquista","-28.22738","-59.26346"
558,"04900141","CS El Sombrerito","Zona urbana","El Sombrerito",,"caps_elsombrerito@hotmail.com","No","Provincial","Provincial- Decreto Nacional 939",2791,"El Sombrerito","General Obligado","Reconquista","-28.65579","-59.42753"
15,"04900397","CS El Yaguareté","RN 11 - Km 899","Yaguareté",,,"No","Provincial","Provincial- Decreto Nacional 939",0098,"Las Toscas","General Obligado","Reconquista","-28.35","-59.2833"
639,"08403347","CS Elena Bazet (Ex San Fco Solano)","Madre Cabrini 2717","Rosario","0341-4809197",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-33.00573","-60.67139"
625,"08403274","CS Emaus","Urdinarrain 7900","Rosario","0341/4807804",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.917027777778","-60.73275"
114,"06301971","CS Emaus","Zavalía 342","Santa Fe","(0342) 4572524 ctx 2524",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.668623646962","-60.726337141145"
60,"06300079","CS Emilia","Zona urbana","Emilia","03497-493033 ctx 1296",,"No","Municipal","Dep. de SAMCo.",2987,"Emilia","La Capital","Santa Fe","-31.056716667","-60.743916667"
391,"07000931","CS Empalme San Carlos","Zona urbana","Empalme San Carlos",,,"No","Provincial","Provincial- Decreto Nacional 939",3064,"Empalme San Carlos","Las Colonias","Santa Fe","-31.54764","-60.81302"
504,"02800280","CS Empalme Villa Constitución","Rivadavia 179","Empalme Villa Constitución","03400/493123","sabrinadiaz234@gmail.com","No","Provincial","SAMCo. Ley Provincial 63/12",2441,"Empalme Villa Constitución","Constitución","Rosario","-33.26123","-60.37901"
471,"02100768","CS Esmeralda","Avda. Centenario 387","Esmeralda","03492-498110","comunadeesmeralda@mmcdigital.com.ar","No","Provincial","Provincial- Decreto Nacional 939",2217,"Esmeralda","Castellanos","Rafaela","-31.61621","-61.93077"
358,"13300262","CS Espin","a 15Km. de Hosp. Vera por Ruta 11","Espin",,,"No","Provincial","Provincial- Decreto Nacional 939",0336,"Vera","Vera","Reconquista","-29.53885","-60.22197"
472,"02100776","CS Estación Clucellas","Presidente Perón s/n entre Paraná y 9 de Julio","Estación Clucellas","03492/495374",,"No","Municipal","SAMCo. Ley Provincial 63/12",2224,"Estación Clucellas","Castellanos","Rafaela","-31.52413","-61.71778"
101,"06301725","CS Estanislao López","Piedrabuena 6066","Santa Fe","0342-4579288 centrex 9288",,"No","Provincial","Provincial- Decreto Nacional 939",0147,"Santa Fe","La Capital","Santa Fe","-31.577308394353","-60.73444456484"
154,"07700020","CS Esteban Rams","John Kennedy s/n","Esteban Rams",,,"No","Municipal","SAMCo. Ley Provincial 63/12",3281,"Esteban Rams","9 De Julio","Rafaela","-29.77106","-61.48883"
458,"02100547","CS Eusebia Dr. Saúl Gómez","Sáenz Peña 238","Eusebia","03493/493430 (Comuna.)","samcoeusebia@hotmail.com.ar","No","Municipal","SAMCo. Ley Provincial 63/12",2231,"Eusebia","Castellanos","Rafaela","-30.9477","-61.85576"
653,"08404305","CS Eva Duarte","Alfredo Rovillon 2095","Rosario","0341- 4807844",,"No","Municipal","Municipal/Comunal",0210,"Rosario","Rosario","Rosario","-32.953","-60.701722"
423,"06301831","CS Eva Duarte de Perón","Córdoba y Necochea Bo El Chaparral","Santo Tomé","0342 4753464",,"No","Municipal","Provincial- Decreto Nacional 939",0154,"Santo Tomé","La Capital","Santa Fe","-31.659133333","-60.766666667"
